
diagnosis,1.0
concave points_worst,0.7935660171412687
perimeter_worst,0.7829141371737584
concave points_mean,0.7766138400204349
radius_worst,0.7764537785950386
perimeter_mean,0.742635529725832
area_worst,0.7338250349210504
radius_mean,0.7300285113754558
area_mean,0.7089838365853891
concavity_mean,0.6963597071719048
concavity_worst,0.6596102103692325
compactness_mean,0.5965336775082525
compactness_worst,0.5909982378417913
radius_se,0.5671338208247166
perimeter_se,0.5561407034314825
area_se,0.5482359402780237
